"Code","Date","Open","High","Low","Close","Volume","Adj Close","Quarters","Profits(In Cr.)","Income(In Cr.)"," Income Range"," Comparison Factors"," Factors"," Sentiment"," Percentage"
"AMBUJACEM","2016-05-03","224.35","225.95","217.80","218.60","2144000","218.60","Mar'16","303.76","Total Debt(In Cr.)","22.68","Book Value","66.41","BUY","0"
"AMBUJACEM","2016-05-02","221.05","224.35","218.95","223.80","1083900","223.80","Dec'15","109.96","Total Assets(In Cr.)","10329.55","Target Price","224","SELL","0"
"AMBUJACEM","2016-04-29","223.00","224.40","219.55","221.00","2815000","221.00","Sep'15","153.57","","","Current Price","214.90","",""
"AMBUJACEM","2016-04-28","225.80","228.70","219.10","219.85","2041600","219.85","Jun'15","226.35"
"AMBUJACEM","2016-04-27","225.60","227.70","224.05","225.30","1052400","225.30"
"AMBUJACEM","2016-04-26","224.90","226.50","222.25","224.45","1853100","224.45"
"AMBUJACEM","2016-04-25","223.00","224.40","221.35","223.35","1167100","223.35"
"AMBUJACEM","2016-04-22","219.75","222.25","216.50","220.90","2644100","220.90"
"AMBUJACEM","2016-04-21","228.10","228.40","220.10","221.15","1539100","221.15"
"AMBUJACEM","2016-04-20","228.70","231.45","225.55","226.25","2229800","226.25"
"AMBUJACEM","2016-04-19","228.60","228.60","228.60","228.60","000","228.60"
"AMBUJACEM","2016-04-18","234.65","234.65","227.90","228.60","2161900","228.60"
"AMBUJACEM","2016-04-15","231.10","231.10","231.10","231.10","000","231.10"
"AMBUJACEM","2016-04-14","231.10","231.10","231.10","231.10","000","231.10"
"AMBUJACEM","2016-04-13","227.00","232.50","226.05","231.10","4045600","231.10"
"AMBUJACEM","2016-04-12","224.55","226.35","221.50","223.75","1992500","223.75"
"AMBUJACEM","2016-04-11","226.95","227.65","221.50","224.55","1953500","224.55"
"AMBUJACEM","2016-04-08","225.70","231.35","223.05","225.75","2292100","225.75"
"AMBUJACEM","2016-04-07","229.05","230.30","225.10","226.45","1036400","226.45"
"AMBUJACEM","2016-04-06","226.85","231.00","225.75","229.05","1630900","229.05"
"AMBUJACEM","2016-04-05","230.00","231.10","225.25","226.10","2201000","226.10"
"AMBUJACEM","2016-04-04","236.35","236.90","230.55","231.20","1587500","231.20"
"AMBUJACEM","2016-04-01","231.90","236.40","229.15","235.35","1438900","235.35"
"AMBUJACEM","2016-03-31","231.70","234.00","229.70","232.55","3951900","232.55"
"AMBUJACEM","2016-03-30","231.75","234.60","230.10","231.40","2195000","231.40"
"AMBUJACEM","2016-03-29","231.00","233.50","226.30","230.90","2206600","230.90"
"AMBUJACEM","2016-03-28","228.00","235.65","225.15","229.70","4176200","229.70"
"AMBUJACEM","2016-03-25","228.25","228.25","228.25","228.25","000","228.25"
"AMBUJACEM","2016-03-24","228.25","228.25","228.25","228.25","000","228.25"
"AMBUJACEM","2016-03-23","229.80","232.90","226.25","228.25","2525200","228.25"
"AMBUJACEM","2016-03-22","231.25","231.90","224.40","229.85","4129100","229.85"
"AMBUJACEM","2016-03-21","222.30","233.95","221.50","231.95","5598500","231.95"
"AMBUJACEM","2016-03-18","219.00","223.15","216.65","222.05","2980800","222.05"
"AMBUJACEM","2016-03-17","207.50","219.90","207.50","218.15","4253900","218.15"
"AMBUJACEM","2016-03-16","205.00","207.70","203.15","206.20","2060000","206.20"
"AMBUJACEM","2016-03-15","204.05","206.40","202.55","204.90","2283200","204.90"
"AMBUJACEM","2016-03-14","201.90","206.00","201.90","203.70","2540400","203.70"
"AMBUJACEM","2016-03-11","200.00","202.65","199.65","200.70","3751900","200.70"
"AMBUJACEM","2016-03-10","204.40","204.60","200.75","201.50","5056900","201.50"
"AMBUJACEM","2016-03-09","201.80","205.35","201.50","204.35","4723800","204.35"
"AMBUJACEM","2016-03-08","202.00","204.45","199.75","201.65","3088200","201.65"
"AMBUJACEM","2016-03-07","202.40","202.40","202.40","202.40","000","202.40"
"AMBUJACEM","2016-03-04","201.80","203.20","199.55","202.40","1767100","202.40"
"AMBUJACEM","2016-03-03","197.90","200.70","195.80","199.65","2223500","199.65"
"AMBUJACEM","2016-03-02","193.00","197.00","191.65","195.65","1346200","195.65"
"AMBUJACEM","2016-03-01","189.25","191.45","188.20","190.40","1759600","190.40"
"AMBUJACEM","2016-02-29","190.00","192.00","185.00","187.95","2396200","187.95"
"AMBUJACEM","2016-02-26","190.90","192.35","186.40","189.00","1864000","189.00"
"AMBUJACEM","2016-02-25","190.85","192.65","187.90","188.80","2832400","188.80"
"AMBUJACEM","2016-02-24","193.00","194.30","190.75","191.40","905400","191.40"
"AMBUJACEM","2016-02-23","195.80","196.35","192.70","193.60","1271200","193.60"
"AMBUJACEM","2016-02-22","195.75","197.00","195.00","196.00","1609700","196.00"
"AMBUJACEM","2016-02-19","194.70","195.65","194.00","194.95","1086900","193.75"
"AMBUJACEM","2016-02-18","195.00","196.40","192.70","195.35","1106400","194.1475"
"AMBUJACEM","2016-02-17","194.00","194.60","188.50","193.40","986600","192.2095"
"AMBUJACEM","2016-02-16","198.90","199.20","192.40","194.00","704400","192.8058"
"AMBUJACEM","2016-02-15","196.00","199.35","195.30","198.00","1061800","196.7812"
"AMBUJACEM","2016-02-12","195.00","196.35","190.40","194.65","1650700","193.4518"
"AMBUJACEM","2016-02-11","188.50","195.75","188.10","193.35","3151300","192.1599"
"AMBUJACEM","2016-02-10","197.00","197.00","191.00","195.60","2357600","194.396"
"AMBUJACEM","2016-02-09","196.50","198.30","195.00","197.65","962100","196.4334"
"AMBUJACEM","2016-02-08","195.50","201.00","195.40","197.15","924300","195.9365"
"AMBUJACEM","2016-02-05","194.10","199.40","194.10","195.50","1742900","194.2966"
"AMBUJACEM","2016-02-04","192.75","197.00","192.75","195.65","802300","194.4457"
"AMBUJACEM","2016-02-03","195.80","197.55","191.10","191.90","954600","190.7188"
"AMBUJACEM","2016-02-02","200.80","201.95","195.60","196.60","1122800","195.3898"
"AMBUJACEM","2016-02-01","196.50","200.80","195.35","199.95","1699600","198.7192"
"AMBUJACEM","2016-01-29","193.95","196.50","193.00","195.35","1857500","194.1475"
"AMBUJACEM","2016-01-28","191.90","195.00","191.00","193.20","2728100","192.0108"
"AMBUJACEM","2016-01-27","196.95","197.40","190.90","191.90","1409000","190.7188"
"AMBUJACEM","2016-01-26","196.95","196.95","196.95","196.95","000","195.7377"
"AMBUJACEM","2016-01-25","194.20","199.35","193.55","196.95","1102200","195.7377"
"AMBUJACEM","2016-01-22","193.80","196.65","191.65","193.00","1064200","191.812"
"AMBUJACEM","2016-01-21","189.00","194.40","187.30","192.10","1546700","190.9175"
"AMBUJACEM","2016-01-20","189.00","196.00","185.20","186.95","1976000","185.7992"
"AMBUJACEM","2016-01-19","190.00","192.60","189.00","191.35","2220800","190.1722"
"AMBUJACEM","2016-01-18","194.40","194.80","189.05","191.10","2315700","189.9237"
"AMBUJACEM","2016-01-15","196.55","198.95","192.60","193.90","1561700","192.7065"
"AMBUJACEM","2016-01-14","194.10","199.50","192.50","197.95","1391500","196.7315"
"AMBUJACEM","2016-01-13","196.95","198.85","194.05","197.95","1692400","196.7315"
"AMBUJACEM","2016-01-12","198.40","199.20","194.20","195.20","1601800","193.9985"
"AMBUJACEM","2016-01-11","196.00","198.80","194.55","197.95","1818900","196.7315"
"AMBUJACEM","2016-01-08","199.00","199.65","194.10","198.35","1860800","197.1291"
"AMBUJACEM","2016-01-07","202.00","202.50","195.75","197.60","2114300","196.3837"
"AMBUJACEM","2016-01-06","204.95","204.95","200.50","203.05","1593400","201.8001"
"AMBUJACEM","2016-01-05","203.00","204.70","201.80","204.00","1097700","202.7443"
